Leak_ID,Source_Platform,Leak_Type,Data_Snippet,Risk_Score,Pattern_Matched,Anomaly_Flag,Date_Detected,False_Positive
793,Public Forum,API Key,AIzaSyD1971***,6,password_env_regex,No,2025-07-24,No
794,Social Media,Confidential Document,ConfDoc_3920.pdf,1,email_regex,No,2024-12-07,No
795,Social Media,Database Dump,db_row_9275,8,password_env_regex,Yes,2025-03-08,Yes
796,Dark Web,Source Code,function test22(){return true;},2,credit_card_regex,No,2025-03-22,Yes
797,Public Forum,API Key,AIzaSyD3346***,8,username_password,Yes,2025-03-21,No
798,Social Media,Source Code,function test55(){return true;},9,password_env_regex,No,2025-08-03,Yes
799,Public Forum,Source Code,function test87(){return true;},6,password_env_regex,No,2024-10-19,Yes
800,GitHub,Config File,DB_PASSWORD=secret133,10,email_regex,No,2025-02-25,Yes
801,Public Forum,Personal Data,"Name17, email59@example.com",2,password_env_regex,Yes,2024-09-03,Yes
802,Social Media,Payment Info,4193 6998 2257 1893,5,email_regex,No,2025-05-23,Yes
803,Social Media,Source Code,function test27(){return true;},5,password_env_regex,Yes,2025-03-25,Yes
804,Dark Web,API Key,AIzaSyD3903***,3,password_env_regex,No,2025-07-01,Yes
805,Pastebin,Source Code,function test85(){return true;},3,username_password,No,2025-07-14,No
806,Pastebin,Database Dump,db_row_1282,2,username_password,No,2024-09-05,Yes
807,Social Media,API Key,AIzaSyD4667***,3,api_key_regex,No,2025-07-10,No
808,Pastebin,Config File,DB_PASSWORD=secret216,4,username_password,Yes,2024-09-11,No
809,Public Forum,Credentials,user778:pass571,3,api_key_regex,Yes,2024-10-16,No
810,Public Forum,Payment Info,4644 1851 9461 2269,10,username_password,Yes,2024-11-28,No
811,GitHub,Payment Info,4815 9644 3732 6026,4,api_key_regex,No,2024-10-15,Yes
812,Social Media,Database Dump,db_row_7865,4,credit_card_regex,No,2024-10-03,No
813,Social Media,Personal Data,"Name78, email64@example.com",10,credit_card_regex,No,2025-07-15,No
814,Pastebin,Source Code,function test11(){return true;},9,username_password,No,2024-09-12,Yes
815,Public Forum,Payment Info,4441 6616 2768 1092,5,password_env_regex,No,2025-07-05,Yes
816,Social Media,Confidential Document,ConfDoc_9605.pdf,7,password_env_regex,Yes,2024-08-27,Yes
817,Pastebin,Confidential Document,ConfDoc_5520.pdf,5,api_key_regex,Yes,2024-10-14,No
818,Public Forum,Payment Info,4627 7491 1701 5302,6,api_key_regex,No,2025-05-21,Yes
819,Social Media,Payment Info,4164 7492 3695 5109,9,credit_card_regex,Yes,2025-06-29,Yes
820,Dark Web,Credentials,user809:pass306,8,password_env_regex,Yes,2025-04-27,Yes
821,Dark Web,Personal Data,"Name14, email81@example.com",9,password_env_regex,Yes,2025-05-31,Yes
822,GitHub,Source Code,function test70(){return true;},4,email_regex,No,2024-11-04,No
823,Social Media,Config File,DB_PASSWORD=secret911,6,credit_card_regex,No,2025-06-12,No
824,Pastebin,Database Dump,db_row_7138,3,credit_card_regex,Yes,2025-06-24,No
825,Dark Web,Source Code,function test18(){return true;},6,api_key_regex,No,2024-09-05,No
826,Dark Web,Confidential Document,ConfDoc_3701.pdf,5,api_key_regex,Yes,2024-11-02,No
827,Dark Web,Credentials,user581:pass445,9,username_password,No,2024-09-13,Yes
828,Social Media,Config File,DB_PASSWORD=secret128,6,credit_card_regex,Yes,2025-04-13,Yes
829,Dark Web,Database Dump,db_row_4791,7,password_env_regex,Yes,2024-09-03,No
830,Public Forum,Database Dump,db_row_9880,2,username_password,Yes,2024-10-02,Yes
831,Dark Web,Config File,DB_PASSWORD=secret444,5,password_env_regex,Yes,2025-06-19,No
832,GitHub,Payment Info,4586 6048 8169 7925,10,email_regex,Yes,2025-01-04,No
833,GitHub,Config File,DB_PASSWORD=secret525,8,password_env_regex,No,2024-12-21,No
834,Public Forum,Database Dump,db_row_5157,7,credit_card_regex,Yes,2025-07-27,Yes
835,Dark Web,Confidential Document,ConfDoc_7925.pdf,5,password_env_regex,No,2025-05-17,Yes
836,Social Media,Payment Info,4494 9718 9628 7548,9,api_key_regex,No,2025-03-26,No
837,Social Media,Credentials,user324:pass334,6,email_regex,No,2024-11-16,No
838,GitHub,Source Code,function test84(){return true;},2,email_regex,Yes,2025-06-14,Yes
839,Pastebin,Personal Data,"Name21, email34@example.com",2,email_regex,No,2025-06-10,No
840,GitHub,Source Code,function test22(){return true;},4,password_env_regex,Yes,2025-05-08,Yes
841,Dark Web,Source Code,function test16(){return true;},9,username_password,No,2025-01-31,No
842,Dark Web,Database Dump,db_row_2442,10,credit_card_regex,No,2025-08-06,No
843,Social Media,Personal Data,"Name85, email27@example.com",6,api_key_regex,No,2025-03-16,Yes
844,GitHub,Confidential Document,ConfDoc_8164.pdf,5,password_env_regex,No,2024-11-27,No
845,Dark Web,Confidential Document,ConfDoc_4336.pdf,8,username_password,Yes,2025-05-27,Yes
846,Public Forum,Personal Data,"Name82, email97@example.com",1,password_env_regex,Yes,2025-01-17,Yes
847,Public Forum,Payment Info,4799 5904 1515 8839,6,api_key_regex,No,2025-08-06,No
848,Pastebin,Database Dump,db_row_3854,7,credit_card_regex,Yes,2024-10-08,No
849,Social Media,API Key,AIzaSyD5524***,6,password_env_regex,Yes,2025-06-26,No
850,Pastebin,Confidential Document,ConfDoc_7814.pdf,1,credit_card_regex,Yes,2025-04-24,Yes
851,GitHub,Confidential Document,ConfDoc_3731.pdf,7,username_password,No,2025-07-11,Yes
852,Pastebin,Confidential Document,ConfDoc_7912.pdf,3,api_key_regex,No,2024-10-02,Yes
853,Dark Web,Config File,DB_PASSWORD=secret670,10,credit_card_regex,Yes,2024-11-29,No
854,Dark Web,API Key,AIzaSyD3386***,2,email_regex,No,2025-01-25,Yes
855,GitHub,Database Dump,db_row_5091,1,username_password,No,2025-07-03,No
856,Pastebin,API Key,AIzaSyD3717***,10,email_regex,Yes,2025-02-20,Yes
857,Dark Web,Config File,DB_PASSWORD=secret190,2,email_regex,No,2025-01-04,Yes
858,Pastebin,Personal Data,"Name28, email38@example.com",9,username_password,Yes,2024-08-18,No
859,Social Media,Config File,DB_PASSWORD=secret745,10,password_env_regex,No,2025-04-22,Yes
860,Social Media,API Key,AIzaSyD1272***,10,username_password,No,2025-07-05,Yes
861,Social Media,Payment Info,4799 3683 9671 9329,2,username_password,No,2025-07-08,No
862,Public Forum,Source Code,function test50(){return true;},5,password_env_regex,No,2025-07-31,Yes
863,Dark Web,Confidential Document,ConfDoc_4013.pdf,9,password_env_regex,Yes,2024-09-24,No
864,Social Media,Config File,DB_PASSWORD=secret683,6,username_password,No,2024-11-27,Yes
865,Pastebin,Database Dump,db_row_7017,10,credit_card_regex,Yes,2025-01-05,Yes
866,Dark Web,Confidential Document,ConfDoc_7198.pdf,7,api_key_regex,Yes,2025-03-14,No
867,Social Media,Source Code,function test47(){return true;},9,email_regex,No,2025-02-05,Yes
868,Public Forum,Credentials,user558:pass170,3,username_password,No,2024-10-11,No
869,Public Forum,Database Dump,db_row_8846,4,email_regex,No,2024-08-30,Yes
870,Pastebin,Database Dump,db_row_7339,2,email_regex,Yes,2025-08-03,Yes
871,Pastebin,Config File,DB_PASSWORD=secret174,4,password_env_regex,No,2025-06-13,No
872,Public Forum,Payment Info,4860 8782 2779 1058,1,email_regex,Yes,2025-01-25,No
873,Dark Web,API Key,AIzaSyD4291***,3,email_regex,No,2025-02-16,Yes
874,GitHub,Confidential Document,ConfDoc_4707.pdf,3,credit_card_regex,Yes,2025-04-01,Yes
875,Dark Web,Payment Info,4875 4317 7896 1358,5,username_password,No,2025-06-17,No
876,GitHub,Confidential Document,ConfDoc_6675.pdf,6,password_env_regex,Yes,2025-06-07,Yes
877,Social Media,Config File,DB_PASSWORD=secret596,10,api_key_regex,Yes,2025-07-14,Yes
878,Social Media,Confidential Document,ConfDoc_6273.pdf,1,api_key_regex,No,2025-03-21,Yes
879,Social Media,Credentials,user279:pass965,10,username_password,Yes,2025-05-29,No
880,Pastebin,Personal Data,"Name27, email98@example.com",8,username_password,Yes,2025-02-28,No
881,Pastebin,Config File,DB_PASSWORD=secret402,8,api_key_regex,No,2025-04-05,No
882,GitHub,API Key,AIzaSyD3976***,10,api_key_regex,No,2024-11-30,Yes
883,GitHub,Personal Data,"Name68, email29@example.com",4,password_env_regex,No,2024-10-28,Yes
884,Dark Web,API Key,AIzaSyD8826***,4,email_regex,No,2024-10-18,Yes
885,Pastebin,Payment Info,4360 9540 3273 1915,4,api_key_regex,Yes,2025-05-22,No
886,Social Media,Confidential Document,ConfDoc_7635.pdf,1,credit_card_regex,Yes,2025-01-10,No
887,GitHub,Payment Info,4343 8033 3797 3521,6,credit_card_regex,No,2024-11-28,Yes
888,GitHub,Confidential Document,ConfDoc_3324.pdf,6,username_password,No,2025-02-22,No
889,Social Media,Payment Info,4485 9457 8594 7937,7,credit_card_regex,No,2024-12-24,Yes
890,Social Media,Credentials,user229:pass777,9,password_env_regex,Yes,2025-08-03,No
891,Pastebin,Personal Data,"Name89, email89@example.com",2,username_password,Yes,2025-03-24,No
892,Dark Web,API Key,AIzaSyD4825***,9,password_env_regex,No,2025-03-31,Yes
893,Pastebin,Personal Data,"Name92, email59@example.com",2,api_key_regex,No,2024-12-04,No
894,Pastebin,Config File,DB_PASSWORD=secret482,3,credit_card_regex,Yes,2025-03-13,No
895,Public Forum,Credentials,user275:pass743,7,email_regex,Yes,2025-01-29,No
896,GitHub,Personal Data,"Name37, email22@example.com",1,credit_card_regex,Yes,2024-11-26,Yes
897,GitHub,Personal Data,"Name11, email65@example.com",10,email_regex,Yes,2025-01-21,No
898,Pastebin,API Key,AIzaSyD8087***,10,api_key_regex,Yes,2024-12-08,Yes
899,GitHub,Confidential Document,ConfDoc_3307.pdf,9,credit_card_regex,No,2025-01-21,Yes
900,Pastebin,Credentials,user242:pass681,10,username_password,Yes,2024-10-25,Yes
901,Dark Web,Source Code,function test58(){return true;},2,password_env_regex,Yes,2024-11-01,Yes
902,GitHub,API Key,AIzaSyD6323***,8,username_password,Yes,2025-06-20,No
903,Social Media,Confidential Document,ConfDoc_6392.pdf,6,username_password,Yes,2025-06-25,No
904,Social Media,Confidential Document,ConfDoc_5757.pdf,1,credit_card_regex,Yes,2025-07-24,No
905,Public Forum,API Key,AIzaSyD5471***,9,password_env_regex,Yes,2024-12-04,No
906,Social Media,Credentials,user776:pass780,3,api_key_regex,No,2025-01-02,No
907,GitHub,Confidential Document,ConfDoc_2715.pdf,4,credit_card_regex,No,2025-05-21,Yes
908,GitHub,Credentials,user297:pass644,3,email_regex,Yes,2025-05-30,Yes
909,GitHub,API Key,AIzaSyD4487***,5,credit_card_regex,No,2024-09-14,No
910,GitHub,Payment Info,4054 8860 8285 6507,9,credit_card_regex,Yes,2025-03-05,Yes
911,Social Media,Confidential Document,ConfDoc_3466.pdf,10,api_key_regex,No,2025-01-27,No
912,Public Forum,Credentials,user787:pass384,1,email_regex,No,2024-12-29,Yes
913,Pastebin,Personal Data,"Name99, email12@example.com",2,email_regex,No,2025-06-20,No
914,Pastebin,Confidential Document,ConfDoc_5729.pdf,5,email_regex,Yes,2025-02-25,No
915,GitHub,Config File,DB_PASSWORD=secret119,5,credit_card_regex,No,2025-07-17,No
916,Public Forum,Personal Data,"Name38, email86@example.com",1,username_password,No,2025-07-25,Yes
917,GitHub,Personal Data,"Name75, email98@example.com",1,email_regex,Yes,2025-05-28,No
918,Pastebin,Confidential Document,ConfDoc_7906.pdf,6,credit_card_regex,No,2025-05-13,No
919,Dark Web,Database Dump,db_row_2763,10,password_env_regex,No,2025-07-24,Yes
920,Public Forum,Personal Data,"Name48, email91@example.com",10,api_key_regex,Yes,2024-09-10,No
921,GitHub,Credentials,user308:pass426,6,password_env_regex,No,2024-10-10,No
922,Dark Web,Personal Data,"Name97, email84@example.com",9,password_env_regex,Yes,2024-12-26,No
923,Public Forum,Credentials,user859:pass781,4,api_key_regex,No,2025-01-20,No
924,Public Forum,Database Dump,db_row_2029,7,credit_card_regex,No,2025-06-17,No
925,Dark Web,Database Dump,db_row_5741,3,password_env_regex,No,2025-07-05,No
926,Dark Web,Confidential Document,ConfDoc_5653.pdf,9,password_env_regex,Yes,2024-09-01,Yes
927,Social Media,Personal Data,"Name94, email24@example.com",1,email_regex,No,2025-03-06,No
928,GitHub,Personal Data,"Name53, email50@example.com",4,username_password,Yes,2025-02-25,No
929,Pastebin,Database Dump,db_row_5745,5,username_password,No,2025-05-03,No
930,Pastebin,Config File,DB_PASSWORD=secret879,1,password_env_regex,No,2025-01-17,No
931,Social Media,Personal Data,"Name81, email67@example.com",2,email_regex,No,2025-04-02,Yes
932,Public Forum,Database Dump,db_row_3185,4,email_regex,No,2024-11-14,Yes
933,Pastebin,Personal Data,"Name11, email59@example.com",5,username_password,No,2025-02-14,Yes
934,Public Forum,Payment Info,4544 4771 6937 1799,3,credit_card_regex,No,2025-01-23,No
935,GitHub,Config File,DB_PASSWORD=secret571,9,password_env_regex,Yes,2025-01-02,Yes
936,GitHub,Personal Data,"Name71, email85@example.com",4,credit_card_regex,No,2024-08-21,No
937,Social Media,Confidential Document,ConfDoc_8399.pdf,4,username_password,Yes,2024-09-04,Yes
938,Public Forum,Credentials,user121:pass962,6,username_password,Yes,2024-09-01,No
939,GitHub,Source Code,function test83(){return true;},9,username_password,No,2025-06-25,No
940,Pastebin,Payment Info,4797 8047 2277 6932,8,api_key_regex,Yes,2024-08-26,Yes
941,Pastebin,API Key,AIzaSyD7503***,4,password_env_regex,Yes,2025-05-03,No
942,Dark Web,Confidential Document,ConfDoc_4826.pdf,9,password_env_regex,Yes,2025-07-12,Yes
943,Social Media,Source Code,function test14(){return true;},2,credit_card_regex,Yes,2025-03-02,No
944,GitHub,Database Dump,db_row_3158,2,email_regex,No,2025-03-29,No
945,Public Forum,Source Code,function test73(){return true;},6,email_regex,Yes,2024-08-24,Yes
946,Public Forum,Payment Info,4898 1694 7707 3323,9,credit_card_regex,Yes,2025-07-20,Yes
947,Public Forum,Credentials,user472:pass980,2,credit_card_regex,No,2025-04-25,Yes
948,Social Media,Confidential Document,ConfDoc_9965.pdf,6,username_password,No,2025-07-07,Yes
949,GitHub,Source Code,function test45(){return true;},3,email_regex,Yes,2024-08-20,Yes
950,Dark Web,Source Code,function test80(){return true;},6,credit_card_regex,Yes,2025-03-17,Yes
951,GitHub,Payment Info,4841 8838 2163 6046,10,api_key_regex,No,2024-12-18,Yes
952,Public Forum,Credentials,user948:pass397,1,api_key_regex,No,2025-06-19,Yes
953,Dark Web,Config File,DB_PASSWORD=secret279,10,api_key_regex,Yes,2025-01-22,Yes
954,Social Media,Payment Info,4119 8245 3006 8356,1,username_password,No,2024-11-20,No
955,Public Forum,Source Code,function test29(){return true;},10,credit_card_regex,Yes,2024-10-24,Yes
956,Public Forum,Confidential Document,ConfDoc_2697.pdf,4,password_env_regex,No,2025-01-11,No
957,Public Forum,Database Dump,db_row_8498,5,password_env_regex,No,2024-11-01,Yes
958,Public Forum,Personal Data,"Name26, email38@example.com",1,username_password,No,2025-06-09,Yes
959,Dark Web,Source Code,function test12(){return true;},7,password_env_regex,Yes,2025-05-09,Yes
960,Dark Web,Credentials,user481:pass138,5,email_regex,Yes,2025-08-01,No
961,Social Media,Personal Data,"Name32, email10@example.com",2,api_key_regex,Yes,2025-06-03,No
962,Dark Web,Database Dump,db_row_8589,1,password_env_regex,No,2024-12-15,Yes
963,GitHub,Payment Info,4019 8155 7782 3498,8,api_key_regex,No,2024-11-09,Yes
964,GitHub,API Key,AIzaSyD1706***,2,password_env_regex,No,2025-05-29,No
965,Public Forum,Confidential Document,ConfDoc_9749.pdf,3,api_key_regex,No,2025-02-09,No
966,Dark Web,Payment Info,4464 4144 2891 8822,5,email_regex,No,2025-03-11,Yes
967,Dark Web,Source Code,function test42(){return true;},2,credit_card_regex,Yes,2025-06-18,Yes
968,Public Forum,API Key,AIzaSyD3438***,1,email_regex,Yes,2025-04-26,No
969,Pastebin,Personal Data,"Name89, email67@example.com",1,api_key_regex,No,2025-04-08,Yes
970,Dark Web,Confidential Document,ConfDoc_7453.pdf,7,password_env_regex,No,2024-10-27,No
971,Pastebin,API Key,AIzaSyD7179***,6,password_env_regex,Yes,2024-11-27,Yes
972,Dark Web,Config File,DB_PASSWORD=secret950,10,username_password,Yes,2025-03-09,Yes
973,Dark Web,Credentials,user340:pass288,10,email_regex,No,2025-04-06,Yes
974,Public Forum,Personal Data,"Name73, email64@example.com",5,username_password,Yes,2024-09-24,Yes
975,Social Media,Database Dump,db_row_6604,10,credit_card_regex,No,2025-02-11,No
976,Pastebin,Confidential Document,ConfDoc_3281.pdf,8,password_env_regex,Yes,2025-07-20,Yes
977,Social Media,Config File,DB_PASSWORD=secret407,4,email_regex,Yes,2024-12-07,No
978,Pastebin,Confidential Document,ConfDoc_7617.pdf,6,username_password,Yes,2024-10-22,Yes
979,GitHub,Database Dump,db_row_8286,3,api_key_regex,Yes,2025-08-12,No
980,GitHub,Confidential Document,ConfDoc_5406.pdf,6,username_password,Yes,2025-03-19,Yes
981,Pastebin,Confidential Document,ConfDoc_6124.pdf,10,password_env_regex,No,2024-09-20,No
982,Public Forum,Config File,DB_PASSWORD=secret571,5,password_env_regex,Yes,2024-12-21,Yes
983,Dark Web,Source Code,function test73(){return true;},9,credit_card_regex,Yes,2024-08-27,No
984,Pastebin,Config File,DB_PASSWORD=secret276,8,password_env_regex,No,2025-05-09,Yes
985,Public Forum,Config File,DB_PASSWORD=secret976,2,password_env_regex,No,2025-02-04,Yes
986,Pastebin,Payment Info,4511 9854 6594 2508,8,username_password,Yes,2024-12-28,No
987,Pastebin,Database Dump,db_row_5686,5,password_env_regex,No,2025-05-05,Yes
988,GitHub,Confidential Document,ConfDoc_4500.pdf,10,credit_card_regex,Yes,2024-09-16,Yes
989,GitHub,Payment Info,4887 9864 7332 4332,3,password_env_regex,No,2025-06-15,Yes
990,Social Media,Config File,DB_PASSWORD=secret812,6,username_password,No,2024-09-10,No
991,Social Media,Config File,DB_PASSWORD=secret635,2,password_env_regex,Yes,2024-11-14,Yes
992,Pastebin,Confidential Document,ConfDoc_7245.pdf,3,api_key_regex,Yes,2025-02-09,Yes
993,Public Forum,Config File,DB_PASSWORD=secret510,10,api_key_regex,No,2025-05-01,Yes
994,GitHub,Personal Data,"Name52, email66@example.com",9,password_env_regex,Yes,2024-12-07,Yes
995,GitHub,API Key,AIzaSyD1375***,5,password_env_regex,No,2024-10-31,No
996,Social Media,Database Dump,db_row_4029,7,credit_card_regex,Yes,2025-05-09,Yes
997,Pastebin,Confidential Document,ConfDoc_1117.pdf,8,credit_card_regex,Yes,2025-04-19,Yes
998,Social Media,Payment Info,4734 3843 4064 2979,10,username_password,No,2024-08-29,No
999,Dark Web,Source Code,function test82(){return true;},5,username_password,Yes,2024-11-22,Yes
1000,Public Forum,Confidential Document,ConfDoc_4647.pdf,8,username_password,No,2025-01-07,No
1001,Social Media,Credentials,user617:pass950,6,username_password,No,2024-09-01,No
1002,Public Forum,Credentials,user243:pass321,9,username_password,Yes,2025-06-10,No
1003,GitHub,Confidential Document,ConfDoc_7466.pdf,10,password_env_regex,No,2025-01-31,Yes
1004,Dark Web,API Key,AIzaSyD3848***,5,api_key_regex,No,2025-01-01,No
1005,Dark Web,Personal Data,"Name25, email36@example.com",7,username_password,Yes,2024-10-28,Yes
1006,Pastebin,Database Dump,db_row_3174,9,credit_card_regex,No,2025-05-20,Yes
1007,Public Forum,Personal Data,"Name29, email74@example.com",10,credit_card_regex,No,2025-08-07,No
1008,Pastebin,Database Dump,db_row_9371,6,password_env_regex,Yes,2024-11-14,No
1009,Pastebin,Personal Data,"Name99, email60@example.com",2,password_env_regex,Yes,2025-03-04,Yes
1010,Social Media,Database Dump,db_row_2138,2,username_password,No,2025-05-15,No
1011,Social Media,Personal Data,"Name65, email75@example.com",4,username_password,No,2024-12-07,No
1012,GitHub,API Key,AIzaSyD4395***,9,credit_card_regex,No,2025-07-09,Yes
1013,Pastebin,Credentials,user145:pass355,1,password_env_regex,No,2025-05-11,No
1014,Pastebin,Payment Info,4463 9492 8237 8663,9,password_env_regex,No,2025-01-05,Yes
1015,Dark Web,Config File,DB_PASSWORD=secret822,8,email_regex,Yes,2024-10-28,Yes
1016,Pastebin,Credentials,user453:pass434,6,email_regex,Yes,2024-10-20,Yes
1017,GitHub,Config File,DB_PASSWORD=secret274,4,credit_card_regex,Yes,2025-04-24,Yes
1018,GitHub,Credentials,user315:pass246,4,email_regex,No,2024-12-03,No
1019,Public Forum,Source Code,function test41(){return true;},4,credit_card_regex,No,2025-01-03,No
1020,Public Forum,API Key,AIzaSyD3191***,2,username_password,No,2025-06-21,No
1021,Pastebin,Credentials,user866:pass247,3,credit_card_regex,No,2024-12-31,No
1022,Public Forum,Source Code,function test79(){return true;},10,api_key_regex,Yes,2024-08-20,Yes
1023,GitHub,Source Code,function test90(){return true;},2,api_key_regex,No,2025-05-30,Yes
1024,Social Media,Confidential Document,ConfDoc_7091.pdf,4,credit_card_regex,Yes,2024-12-05,Yes
1025,Dark Web,Confidential Document,ConfDoc_8826.pdf,2,api_key_regex,No,2025-06-14,No
1026,Public Forum,Source Code,function test89(){return true;},1,email_regex,No,2024-12-19,No
1027,Pastebin,Payment Info,4362 2135 2473 4871,10,email_regex,No,2024-12-20,Yes
1028,Dark Web,Database Dump,db_row_4706,9,username_password,Yes,2024-08-23,Yes
1029,Pastebin,Confidential Document,ConfDoc_1124.pdf,10,password_env_regex,Yes,2024-11-05,Yes
1030,Dark Web,Config File,DB_PASSWORD=secret461,1,username_password,No,2024-10-07,No
1031,Public Forum,Source Code,function test44(){return true;},3,api_key_regex,Yes,2024-11-19,No
1032,Public Forum,API Key,AIzaSyD8709***,8,password_env_regex,No,2025-04-13,No
1033,Public Forum,Personal Data,"Name31, email96@example.com",4,username_password,Yes,2024-12-02,Yes
1034,Social Media,Credentials,user329:pass785,3,password_env_regex,No,2025-06-28,Yes
1035,Dark Web,Database Dump,db_row_2387,9,api_key_regex,Yes,2024-11-13,Yes
1036,Social Media,Personal Data,"Name25, email37@example.com",3,credit_card_regex,No,2025-07-13,No
1037,GitHub,Database Dump,db_row_3165,4,credit_card_regex,No,2024-11-09,No
1038,Public Forum,Payment Info,4340 5042 2401 2610,6,username_password,No,2024-10-29,Yes
1039,Social Media,Confidential Document,ConfDoc_4025.pdf,6,api_key_regex,Yes,2025-03-20,No
1040,Social Media,Config File,DB_PASSWORD=secret922,6,username_password,No,2024-09-06,Yes
1041,Dark Web,API Key,AIzaSyD5639***,3,password_env_regex,No,2025-04-26,No
1042,GitHub,API Key,AIzaSyD6945***,9,password_env_regex,Yes,2024-09-10,No
1043,GitHub,Payment Info,4637 7320 6973 5304,4,credit_card_regex,Yes,2024-10-11,No
1044,GitHub,Confidential Document,ConfDoc_2355.pdf,3,api_key_regex,No,2025-04-12,Yes
1045,GitHub,Database Dump,db_row_2380,7,email_regex,Yes,2024-12-09,No
1046,Social Media,Credentials,user457:pass627,3,email_regex,No,2025-01-21,Yes
1047,Dark Web,Database Dump,db_row_4488,5,credit_card_regex,No,2024-12-18,Yes
1048,Public Forum,API Key,AIzaSyD2617***,10,api_key_regex,No,2025-04-24,Yes
1049,Pastebin,Config File,DB_PASSWORD=secret810,2,password_env_regex,No,2024-12-14,Yes
1050,Social Media,Personal Data,"Name59, email52@example.com",8,username_password,Yes,2025-04-26,Yes
1051,GitHub,Database Dump,db_row_4635,10,email_regex,No,2025-02-18,Yes
1052,Dark Web,Config File,DB_PASSWORD=secret308,2,password_env_regex,Yes,2024-08-24,No
1053,GitHub,Payment Info,4144 2070 6065 1368,5,email_regex,No,2024-11-24,Yes
1054,Dark Web,Credentials,user821:pass225,9,username_password,Yes,2025-02-26,No
1055,GitHub,Payment Info,4797 3345 6627 4143,2,credit_card_regex,No,2024-10-22,Yes
1056,Dark Web,Source Code,function test86(){return true;},8,credit_card_regex,No,2025-05-23,Yes
1057,Public Forum,Source Code,function test19(){return true;},6,api_key_regex,No,2025-05-19,No
1058,GitHub,Source Code,function test45(){return true;},5,username_password,Yes,2025-05-15,No
1059,Dark Web,Confidential Document,ConfDoc_7161.pdf,6,password_env_regex,No,2025-03-25,No
1060,GitHub,Credentials,user740:pass555,9,api_key_regex,No,2025-03-04,Yes
1061,Social Media,Confidential Document,ConfDoc_8802.pdf,6,username_password,No,2025-02-18,No
1062,Pastebin,Payment Info,4713 3781 1175 9625,7,username_password,No,2024-10-21,Yes
1063,Public Forum,API Key,AIzaSyD3976***,9,api_key_regex,No,2025-06-23,No
1064,GitHub,Payment Info,4055 1422 9922 1975,10,api_key_regex,No,2025-04-25,No
1065,Public Forum,Credentials,user845:pass444,10,credit_card_regex,Yes,2025-07-05,No
1066,Pastebin,Credentials,user772:pass444,10,email_regex,No,2024-12-22,Yes
1067,Pastebin,Credentials,user773:pass843,2,password_env_regex,No,2024-11-01,Yes
1068,Pastebin,Database Dump,db_row_7918,5,password_env_regex,No,2025-01-12,Yes
1069,Dark Web,Personal Data,"Name71, email66@example.com",6,password_env_regex,Yes,2025-01-28,No
1070,Pastebin,Personal Data,"Name25, email57@example.com",3,api_key_regex,No,2025-07-25,No
1071,GitHub,Personal Data,"Name57, email81@example.com",6,email_regex,No,2025-01-02,Yes
1072,Pastebin,API Key,AIzaSyD2684***,1,credit_card_regex,Yes,2024-08-26,Yes
1073,Dark Web,Payment Info,4321 3259 2572 6011,5,username_password,No,2024-08-28,No
1074,GitHub,Source Code,function test51(){return true;},6,email_regex,No,2025-02-03,Yes
1075,Public Forum,Database Dump,db_row_9765,3,api_key_regex,No,2025-06-29,No
1076,Pastebin,Confidential Document,ConfDoc_5869.pdf,4,api_key_regex,No,2025-02-11,Yes
1077,Public Forum,Credentials,user902:pass241,6,password_env_regex,No,2025-03-18,No
1078,Dark Web,Source Code,function test69(){return true;},9,credit_card_regex,Yes,2025-08-06,Yes
1079,GitHub,Credentials,user852:pass278,4,api_key_regex,Yes,2024-10-03,No
1080,Dark Web,Database Dump,db_row_6269,3,email_regex,Yes,2024-11-28,No
1081,GitHub,Credentials,user230:pass495,2,email_regex,Yes,2025-06-10,No
1082,GitHub,Confidential Document,ConfDoc_1719.pdf,2,api_key_regex,Yes,2025-08-10,Yes
1083,Public Forum,Payment Info,4816 5161 1625 8929,1,api_key_regex,Yes,2025-02-19,No
1084,Social Media,Source Code,function test24(){return true;},4,credit_card_regex,No,2024-09-21,No
1085,Pastebin,Config File,DB_PASSWORD=secret866,2,password_env_regex,No,2025-07-09,Yes
1086,Dark Web,Personal Data,"Name12, email58@example.com",1,email_regex,Yes,2025-01-02,Yes
1087,Social Media,Database Dump,db_row_3552,2,api_key_regex,Yes,2025-05-15,No
1088,Pastebin,Payment Info,4879 7004 6805 8373,6,username_password,No,2024-08-26,No
1089,Social Media,Source Code,function test85(){return true;},3,username_password,Yes,2025-08-12,No
1090,Dark Web,Payment Info,4436 3512 8771 9006,7,api_key_regex,Yes,2024-12-08,Yes
1091,Pastebin,Personal Data,"Name97, email62@example.com",4,credit_card_regex,No,2025-03-02,Yes
1092,Pastebin,Personal Data,"Name55, email50@example.com",3,api_key_regex,No,2024-10-21,Yes
1093,GitHub,Confidential Document,ConfDoc_4611.pdf,10,username_password,No,2024-09-11,Yes
1094,Dark Web,API Key,AIzaSyD6524***,6,api_key_regex,Yes,2025-06-02,Yes
1095,Social Media,Personal Data,"Name70, email73@example.com",9,username_password,No,2025-06-18,No
1096,Public Forum,Confidential Document,ConfDoc_1836.pdf,2,api_key_regex,Yes,2025-01-03,No
1097,Public Forum,Confidential Document,ConfDoc_7043.pdf,6,password_env_regex,Yes,2024-12-02,Yes
1098,Social Media,Source Code,function test84(){return true;},1,email_regex,No,2024-11-26,Yes
